PM-8764	spyp	(RNA polymerase, sigma 70 (sigma D) factor)	1823712	(TU-8381)
PM-8766	yfeKp	(RNA polymerase, sigma 24 (sigma E) factor)	2535337	(TU-8383)
PM-8767	yfgCp1	(RNA polymerase, sigma 24 (sigma E) factor)	2614090	(TU-8384)
PM-8768	bamBp	(RNA polymerase, sigma 24 (sigma E) factor)	2636997	(TU-8385)
PM-8770	qseBp2	(RNA polymerase, sigma 70 (sigma D) factor)	3167773	(TU-8387)
PM-8771	recCp	(RNA polymerase, sigma 70 (sigma D) factor)	2960529	(TU-8388)
PM-8772	infAp2	(RNA polymerase, sigma 70 (sigma D) factor)	925702	(TU-8389)
PM-8773	infAp1	(RNA polymerase, sigma 70 (sigma D) factor)	925908	(TU-8390)
PM-8774	bamDp2	(RNA polymerase, sigma 24 (sigma E) factor)	2733983	(TU-8391)
PM-8775	dsbCp2	(RNA polymerase, sigma 24 (sigma E) factor)	3037655	(TU-8392)
PM-8776	ygiMp2	(RNA polymerase, sigma 24 (sigma E) factor)	3199064	(TU-8393)
PM-8777	qseBp1	(RNA polymerase, sigma 70 (sigma D) factor)	3167823	(TU-8394)
PM-8779	yraPp2	(RNA polymerase, sigma 24 (sigma E) factor)	3294094	(TU-8396)
PM-8780	greAp2	(RNA polymerase, sigma 24 (sigma E) factor)	3326875	(TU-8397)
PM-8781	lptBp	(RNA polymerase, sigma 24 (sigma E) factor)	3341418	(TU-8398)
PM-8782	flgAp	(RNA polymerase, sigma 70 (sigma D) factor)	1130108	(TU00272)
PM-8783	flgBp	(RNA polymerase, sigma 70 (sigma D) factor)	1130216	(TU00273)
PM-8784	yecRp		1986224	(TU-8399)
PM-8786	yejOp		2287198	(TU-8401)
PM-8790	flhBp	(RNA polymerase, sigma 70 (sigma D) factor)	1964240	(TU-8405)
PM-8793	fliFp	(RNA polymerase, sigma 28 (sigma F) factor)	2011229	(TU00275)
PM-8794	fliEp1	(RNA polymerase, sigma 70 (sigma D) factor)	2011060	(TU-8408)
PM-8797	fliFp1	(RNA polymerase, sigma 70 (sigma D) factor)	2011170	(TU-8411)
PM-8798	gltIp1	(RNA polymerase, sigma 70 (sigma D) factor)	687119	(TU-8412)
PM-8800	malQp	(RNA polymerase, sigma 24 (sigma E) factor)	3548421	(TU-8414)
PM-8803	yhjJp	(RNA polymerase, sigma 24 (sigma E) factor)	3680039	(TU-8417)
PM-8805	yieEp	(RNA polymerase, sigma 24 (sigma E) factor)	3891852	(TU-8419)
PM-8807	plsBp	(RNA polymerase, sigma 24 (sigma E) factor)	4254621	(TU-8421)
PM-8808	essDp	(RNA polymerase, sigma 24 (sigma E) factor)	576096	(TU-8422)
PM-8809	rutRp	(RNA polymerase, sigma 24 (sigma E) factor)	1073357	(TU-8423)
PM-8813	narWp	(RNA polymerase, sigma 24 (sigma E) factor)	1536711	(TU-8427)
PM-8814	ydhIp	(RNA polymerase, sigma 24 (sigma E) factor)	1719022	(TU-8428)
PM-8816	lhrp	(RNA polymerase, sigma 24 (sigma E) factor)	1726377	(TU-8430)
PM-8817	rnlBp	(RNA polymerase, sigma 24 (sigma E) factor)	2764729	(TU-8431)
PM-8819	gspAp4	(RNA polymerase, sigma 24 (sigma E) factor)	3453656	(TU-8433)
PM-8820	yicJp	(RNA polymerase, sigma 24 (sigma E) factor)	3834687	(TU-8434)
PM-8821	ahpFp	(RNA polymerase, sigma 24 (sigma E) factor)	638225	(TU-8435)
PM-8824	ftnBp	(RNA polymerase, sigma 24 (sigma E) factor)	1984799	(TU-8438)
PM-8827	ytfEp		4430032	(TU-8441)
PM-8829	ygbAp		2854850	(TU-8443)
PM-8830	tehAp		1498560	(TU00364)
PM0-1	cysGp1	(RNA polymerase, sigma 70 (sigma D) factor)	3495776	(TU0-0)
PM0-10	molR_1p	(RNA polymerase, sigma 70 (sigma D) factor)	2194466	(TU0-9)
PM0-10000	ybjQp		903740	(TU0-13073)
PM0-10001	ltaEp		908543	(TU0-14618)
PM0-10002	ybjXp		918326	(TU0-8513)
PM0-10003	trxBp		931301	(TU0-13078)
PM0-10004	serSp		938588	(TU0-13080)
PM0-10006	ycbJp		970895	(TU0-13089)
PM0-10007	ycbBp		980154	(TU0-13090)
PM0-10008	ycbKp		982246	(TU0-13091)
PM0-10009	asnSp		988267	(TU0-13093)
PM0-10010	pepNp		989814	(TU0-8489)
PM0-10011	matPp		1017682	(TU0-8677)
PM0-10012	mgsAp		1026264	(TU0-13100)
PM0-10013	wrbAp		1066981	(TU0-13114)
PM0-10014	clsCp		1105515	(TU0-14619)
PM0-10016	solAp		1119832	(TU0-13127)
PM0-10017	bssSp	(RNA polymerase, sigma 70 (sigma D) factor)	1120243	(TU0-14621)
PM0-10018	rnep4		1143644	(TU0-14622)
PM0-10020	rpmFp		1146561	(TU0-1)
PM0-10021	iraMp		1211313	(TU0-13156)
PM0-10022	bluRp	(RNA polymerase, sigma 70 (sigma D) factor)	1213336	(TU0-13158)
PM0-10023	ycgLp		1226832	(TU0-13169)
PM0-10024	fadRp2		1234139	(TU0-8794)
PM0-10025	ycgBp		1236508	(TU0-8686)
PM0-10027	ychJp		1288400	(TU0-13183)
PM0-10028	yciIp		1308916	(TU0-13188)
PM0-10029	yciVp		1321212	(TU0-13194)
PM0-10030	acnAp3		1333851	(TU0-14625)
PM0-10031	fabIp1		1349142	(TU0-13204)
PM0-10033	puuDp	(RNA polymerase, sigma S (sigma 38) factor)	1359075	(TU0-13210)
PM0-10034	ycjGp		1386898	(TU0-8693)
PM0-10035	ynaIp		1393997	(TU0-8636)
PM0-10036	uspEp		1396683	(TU0-13221)
PM0-10037	ydaNp		1406048	(TU0-13223)
PM0-10038	uspFp		1433665	(TU0-13239)
PM0-10039	trgp1	(RNA polymerase, sigma 28 (sigma F) factor)	1490463	(TU0-14627)
PM0-10040	ydcRp		1508002	(TU0-13267)
PM0-10041	yncEp		1521251	(TU0-8638)
PM0-10042	yncGp		1524252	(TU0-13274)
PM0-10044	ydfGp		1625515	(TU0-13310)
PM0-10045	ydfHp		1626350	(TU0-13311)
PM0-10046	gnsBp		1635870	(TU0-13319)
PM0-10047	ynfBp		1653733	(TU0-13335)
PM0-10048	tqsAp		1671914	(TU0-8532)
PM0-10049	ydgAp		1687818	(TU0-13348)
PM0-10050	hdhAp		1696146	(TU0-13349)
PM0-10051	gstAp		1712351	(TU0-13353)
PM0-10052	tyrSp2		1715307	(TU0-14629)
PM0-10053	sodCp	(RNA polymerase, sigma S (sigma 38) factor)	1722703	(TU0-13356)
PM0-10054	pykFp1	(RNA polymerase, sigma S (sigma 38) factor RNA polymerase, sigma 70 (sigma D) factor)	1753687	(TU0-14630)
PM0-10055	pykFp2	(RNA polymerase, sigma 70 (sigma D) factor RNA polymerase, sigma S (sigma 38) factor)	1753624	(TU0-14631)
PM0-10056	ydiPp		1777352	(TU0-8710)
PM0-10057	yniBp		1807287	(TU0-8640)
PM0-10058	yniCp		1807350	(TU0-13383)
PM0-10059	ynjEp		1837464	(TU0-13389)
PM0-10060	mipAp		1864530	(TU0-13400)
PM0-10061	yeaGp2		1864789	(TU0-14632)
PM0-10062	yeaLp		1872347	(TU0-8712)
PM0-10063	yobFp2		1905641	(TU0-13422)
PM0-10064	ptrBp		1926889	(TU0-13435)
PM0-10065	pykAp1	(RNA polymerase, sigma S (sigma 38) factor RNA polymerase, sigma 70 (sigma D) factor)	1935568	(TU0-13440)
PM0-10066	pykAp2	(RNA polymerase, sigma S (sigma 38) factor RNA polymerase, sigma 70 (sigma D) factor)	1935518	(TU0-14633)
PM0-10067	aspSp1		1948725	(TU0-14634)
PM0-10068	insA-5p		1977250	(TU0-13446)
PM0-10069	dcyDp		1997532	(TU0-13453)
PM0-10071	flup1		2069498	(TU0-14635)
PM0-10072	flup2		2069527	(TU0-14636)
PM0-10073	sbmCp1		2079349	(TU0-13487)
PM0-10074	sbmCp2		2079327	(TU0-14637)
PM0-10075	yeeEp		2083576	(TU0-13489)
PM0-10076	galFp		2112375	(TU0-14346)
PM0-10077	yegHp		2135887	(TU0-8723)
PM0-10078	gatZp		2174454	(TU0-14638)
PM0-10079	yegTp		2176803	(TU0-13509)
PM0-10080	thiMp		2183473	(TU0-13512)
PM0-10081	metGp		2192291	(TU0-13519)
PM0-10082	yeiTp	(RNA polymerase, sigma 70 (sigma D) factor)	2232011	(TU0-13538)
PM0-10083	sprp		2267942	(TU0-13550)
PM0-10085	yfaYp		2361677	(TU0-13567)
PM0-10086	yfcZp		2459001	(TU0-13597)
PM0-10087	mlaAp		2463157	(TU0-8537)
PM0-10088	glkp1	(RNA polymerase, sigma S (sigma 38) factor RNA polymerase, sigma 70 (sigma D) factor)	2507469	(TU0-14640)
PM0-10090	ligAp		2528223	(TU0-13620)
PM0-10091	cysKp2		2530366	(TU0-14642)
PM0-10092	pdxKp1		2535341	(TU0-8487)
PM0-10093	ucpAp1		2542686	(TU0-13623)
PM0-10094	ucpAp2		2542693	(TU0-14643)
PM0-10095	talAp		2576630	(TU0-14644)
PM0-10096	yfgCp2		2614048	(TU0-14645)
PM0-10097	yfgMp1		2637455	(TU0-14646)
PM0-10098	yfgMp2		2637424	(TU0-14647)
PM0-10099	yfgMp3		2637392	(TU0-14648)
PM0-10100	yfhMp		2650346	(TU0-13652)
PM0-10101	sseAp		2650413	(TU0-8526)
PM0-10103	ffhp		2745875	(TU0-13680)
PM0-10104	ygaMp		2798143	(TU0-13711)
PM0-10106	csrAp3	(RNA polymerase, sigma S (sigma 38) factor)	2817295	(TU0-13716)
PM0-10108	rpoSp1		2865589	(TU0-14649)
PM0-10109	rpoSp2		2865629	(TU0-14650)
PM0-10110	rpoSp3		2865676	(TU0-14651)
PM0-10111	rpoSp4		2865746	(TU0-14652)
PM0-10112	enop6		2906040	(TU0-14653)
PM0-10113	pyrGp		2907735	(TU0-14654)
PM0-10114	rlmDp		2913065	(TU0-13735)
PM0-10115	queFp		2923343	(TU0-13738)
PM0-10116	ygeVp		3003869	(TU0-8748)
PM0-10117	cptBp		3039121	(TU0-13788)
PM0-10118	ygfZp		3039304	(TU0-8749)
PM0-10119	mscSp		3067893	(TU0-13800)
PM0-10120	tktAp1		3079729	(TU0-13802)
PM0-10122	gssp		3136632	(TU0-13819)
PM0-10123	yghUp		3136722	(TU0-8753)
PM0-10124	yghBp		3151551	(TU0-13822)
PM0-10125	dkgAp		3154593	(TU0-13824)
PM0-10126	sroGp2		3182740	(TU0-13839)
PM0-10127	ebgRp		3219459	(TU0-13850)
PM0-10128	ygjRp		3235304	(TU0-13858)
PM0-10129	sstTp		3237885	(TU0-13860)
PM0-10130	yhbTp1		3299390	(TU0-13877)
PM0-10131	yhbTp2		3299323	(TU0-14656)
PM0-10132	yhbYp		3325781	(TU0-8577)
PM0-10133	arcBp		3351071	(TU0-5621)
PM0-10134	yhcBp		3378204	(TU0-13897)
PM0-10135	degQp1		3378676	(TU0-13898)
PM0-10137	mscLp		3436023	(TU0-13909)
PM0-10138	rpsMp1		3440517	(TU0-14658)
PM0-10141	yheOp1		3474528	(TU0-13915)
PM0-10142	yheOp2		3474563	(TU0-14661)
PM0-10143	prkBp		3482333	(TU0-13920)
PM0-10144	tsgAp		3490541	(TU0-13922)
PM0-10145	mrcAp		3520848	(TU0-8822)
PM0-10146	rlmJp		3643373	(TU0-13958)
PM0-10148	yiaFp		3717120	(TU0-8589)
PM0-10149	avtAp		3737697	(TU0-13984)
PM0-10150	yibFp		3759998	(TU0-13988)
PM0-10151	gpmMp		3783258	(TU0-13998)
PM0-10152	dfpp		3810726	(TU0-14356)
PM0-10153	yicHp		3828454	(TU0-14006)
PM0-10155	mioCp		3924498	(TU0-14030)
PM0-10156	ravAp		3929151	(TU0-14031)
PM0-10157	kupp1		3929126	(TU0-14032)
PM0-10158	kupp2		3929204	(TU0-14662)
PM0-10159	kupp3		3929288	(TU0-14663)
PM0-10160	ppiCp		3957864	(TU0-14034)
PM0-10162	yigIp		4002747	(TU0-14045)
PM0-10163	frep1		4024466	(TU0-14055)
PM0-10164	frep2		4024508	(TU0-14665)
PM0-10166	pepQp		4029170	(TU0-14056)
PM0-10168	yihDp		4040072	(TU0-14057)
